winning_team,country
North Korea,Nepal
Syria,Nepal
Russia,Soviet Union
Sweden,Spain
North Korea,Nepal
China PR,Japan
Syria,Nepal
Iran,Nepal
Spain,Switzerland
Bahrain,Jordan
Tunisia,Jordan
Lebanon,Jordan
Syria,Jordan
Egypt,Jordan
Egypt,Jordan
Jordan,Jordan
Iraq,Jordan
Tunisia,Jordan
Syria,Jordan
Iraq,Jordan
Syria,Jordan
Egypt,Jordan
Bulgaria,Finland
Bulgaria,Iceland
Russia,Finland
Iceland,Iceland
Poland,Poland
Yugoslavia,Switzerland
Germany,Finland
German DR,German DR
Russia,Iceland
Denmark,Sweden
Paraguay,Ecuador
England,England
Republic of Ireland,Northern Ireland
Yugoslavia,Spain
Poland,German DR
Hungary,Iceland
Gabon,Gabon
Australia,New Zealand
Argentina,Spain
Portugal,Sweden
El Salvador,El Salvador
Tanzania,Swaziland
Israel,Israel
Sweden,England
German DR,German DR
Republic of Ireland,Republic of Ireland
Poland,Poland
Russia,Soviet Union
Yugoslavia,Scotland
South Korea,Japan
Finland,Kuwait
Finland,Kuwait
Angola,Sudan
Egypt,Kuwait
Portugal,Portugal
Spain,Spain
Russia,Kuwait
Russia,Kuwait
Gabon,Cameroon
Congo,Cameroon
Cameroon,Cameroon
Central African Republic,Cameroon
Iran,Qatar
Saudi Arabia,Qatar
Bahrain,Qatar
South Korea,Qatar
Congo,Cameroon
China PR,Qatar
Gabon,Cameroon
Iran,Qatar
Qatar,Qatar
Kuwait,Qatar
China PR,Qatar
Cameroon,Cameroon
Gabon,Cameroon
South Korea,Qatar
Gabon,Cameroon
Congo,Cameroon
Iran,Qatar
Syria,Qatar
South Korea,Qatar
Bahrain,Qatar
Ivory Coast,Ivory Coast
China PR,Qatar
United Arab Emirates,Qatar
Syria,Qatar
South Korea,Qatar
New Zealand,New Zealand
Saudi Arabia,Qatar
Qatar,Qatar
Switzerland,Egypt
South Korea,Qatar
Saudi Arabia,Qatar
New Zealand,New Zealand
Iran,Qatar
Tunisia,Ivory Coast
Saudi Arabia,Qatar
Spain,Spain
Netherlands,Israel
Egypt,Egypt
Iraq,Oman
Kuwait,Pakistan
Qatar,Qatar
Angola,Cameroon
Ivory Coast,Ivory Coast
Egypt,Egypt
Egypt,Egypt
Iraq,Jordan
Kuwait,Kuwait
Qatar,Oman
Japan,Iran
Jordan,Jordan
Qatar,Qatar
Cameroon,Gabon
Qatar,Jordan
Kuwait,Kuwait
Thailand,Thailand
Ecuador,Ecuador
DR Congo,Senegal
Thailand,Thailand
Senegal,Senegal
Malaysia,Thailand
Qatar,Qatar
China PR,Thailand
France,Republic of Ireland
Wales,Israel
Spain,Northern Ireland
Thailand,Thailand
Jordan,Oman
United Arab Emirates,Pakistan
German DR,Egypt
Belgium,Portugal
Thailand,Thailand
China PR,China PR
Iran,Thailand
Iran,Bangladesh
China PR,Thailand
China PR,Bangladesh
Israel,Israel
Bangladesh,Bangladesh
Scotland,Scotland
Syria,Yemen AR
Brazil,Brazil
Iran,Iran
Australia,Israel
Saudi Arabia,Yemen AR
Finland,German DR
Spain,Spain
Qatar,Qatar
Portugal,Portugal
New Zealand,New Zealand
Sudan,Sudan
Gabon,Gabon
Israel,New Zealand
Malawi,Swaziland
Brazil,Brazil
Turkey,German DR
Poland,Poland
Argentina,Ecuador
Egypt,Egypt
Ivory Coast,Ivory Coast
England,England
Republic of Ireland,Republic of Ireland
Portugal,Portugal
Russia,Soviet Union
Scotland,Scotland
British Virgin Islands,Sint Maarten
Sweden,Sweden
Brazil,Brazil
China PR,Japan
Japan,Japan
Austria,German DR
Uruguay,Ecuador
Chile,England
Chile,Northern Ireland
England,Scotland
Republic of Ireland,Republic of Ireland
Iran,Iran
Scotland,Scotland
Netherlands,Finland
Iceland,Soviet Union
Sweden,Sweden
DR Congo,Ivory Coast
Egypt,Egypt
England,England
DR Congo,Gabon
Republic of Ireland,Republic of Ireland
Japan,Japan
Czechoslovakia,Switzerland
Brazil,Brazil
Algeria,Ivory Coast
Japan,Japan
Austria,Iceland
Hong Kong,Japan
Curaçao,Sint Maarten
Switzerland,Switzerland
Costa Rica,El Salvador
Gabon,Gabon
Brazil,Brazil
Paraguay,Brazil
Argentina,Brazil
Ecuador,Brazil
Peru,Brazil
Colombia,Brazil
Ecuador,Brazil
Uruguay,Brazil
Paraguay,Brazil
Venezuela,Brazil
Uruguay,Brazil
Bolivia,Brazil
Colombia,Brazil
Paraguay,Brazil
Chile,Brazil
Argentina,Brazil
Brazil,Brazil
Peru,Brazil
Bolivia,Brazil
Chile,Brazil
Brazil,Brazil
Uruguay,Brazil
Uruguay,Brazil
Brazil,Brazil
China PR,China PR
Brazil,Brazil
Egypt,Egypt
Argentina,Brazil
Senegal,Senegal
Iran,Iran
Brazil,Brazil
China PR,China PR
Gabon,Gabon
Ivory Coast,Ivory Coast
Egypt,Egypt
Cameroon,Cameroon
Ivory Coast,Ivory Coast
France,Sweden
Brazil,Brazil
Yugoslavia,Finland
Bulgaria,German DR
Russia,Poland
Egypt,Egypt
Cameroon,Cameroon
Gabon,Gabon
Romania,Portugal
Brazil,Brazil
Colombia,Ecuador
Poland,Poland
Finland,Finland
German DR,Iceland
Germany,Republic of Ireland
Hungary,Northern Ireland
England,Sweden
Iceland,Iceland
Kuwait,Kuwait
Spain,Spain
Portugal,Switzerland
Bangladesh,Pakistan
Kuwait,Kuwait
Ecuador,Ecuador
Egypt,Kuwait
India,Pakistan
Cameroon,Cameroon
German DR,German DR
Sweden,Sweden
Republic of Ireland,Republic of Ireland
England,Poland
Belgium,Switzerland
Nepal,Pakistan
Nepal,Pakistan
India,Pakistan
Pakistan,Pakistan
Norway,Kuwait
Sweden,Poland
India,Pakistan
Pakistan,Pakistan
Saudi Arabia,China PR
Colombia,Israel
Kuwait,Kuwait
Guinea,Kuwait
Iran,Kuwait
Uganda,Kuwait
Iran,Kuwait
Iraq,Kuwait
Egypt,Qatar
Uganda,Kuwait
Yemen DPR,Kuwait
Iraq,Kuwait
Uganda,Kuwait
Iraq,Kuwait
Uganda,Kuwait
Kuwait,Kuwait
Yugoslavia,Brazil
Italy,England
Czechoslovakia,Portugal
Russia,Soviet Union
Norway,Scotland
Spain,Spain
Switzerland,Switzerland
Egypt,Egypt
Senegal,Senegal
England,England
Spain,Spain
Senegal,Senegal
Algeria,Senegal
Tanzania,Swaziland
Eswatini,Swaziland
Malawi,Swaziland
France,Kuwait
Tanzania,Swaziland
Tanzania,Swaziland
France,Kuwait
German DR,Kuwait
Thailand,Thailand
Kenya,Thailand
Poland,Iran
Poland,Iran
Indonesia,Thailand
Poland,Egypt
Denmark,Egypt
Finland,Kuwait
South Korea,Egypt
Kuwait,Kuwait
Spain,Spain
United Arab Emirates,Kuwait
Bahrain,Kuwait
Oman,Kuwait
United Arab Emirates,Kuwait
Austria,Egypt
Oman,Kuwait
Qatar,Kuwait
Bahrain,Kuwait
Kuwait,Kuwait
Kuwait,Kuwait
Romania,Spain
Cayman Islands,Saint Martin
Saint Martin,Saint Martin
Norway,Northern Ireland
Romania,Egypt
England,England
German DR,German DR
Republic of Ireland,Republic of Ireland
Yugoslavia,Poland
Russia,Soviet Union
Scotland,Scotland
Austria,Spain
Italy,Switzerland
Switzerland,Switzerland
German DR,German DR
England,England
Republic of Ireland,Republic of Ireland
Romania,Israel
German DR,Scotland
Sweden,Sweden
Brazil,Brazil
Saint Martin,Saint Martin
Argentina,Switzerland
Uruguay,Spain
German DR,Brazil
England,England
Finland,Republic of Ireland
Israel,Israel
Egypt,Scotland
Northern Ireland,Northern Ireland
Poland,Scotland
Uruguay,England
Argentina,Israel
Colombia,Egypt
Lithuania,Soviet Union
Sweden,Sweden
Iceland,Iceland
United States,Liechtenstein
Yugoslavia,Spain
Iraq,Jordan
Switzerland,Switzerland
China PR,China PR
South Korea,China PR
China PR,China PR
South Korea,China PR
South Korea,China PR
North Korea,China PR
South Korea,China PR
Réunion,Réunion
Mali,Gabon
Mozambique,Swaziland
Zimbabwe,Swaziland
New Zealand,New Zealand
Egypt,Egypt
Sudan,Sudan
Mali,Cameroon
Gabon,Gabon
Ivory Coast,Ivory Coast
Madagascar,Madagascar
Comoros,Madagascar
New Zealand,New Zealand
Réunion,Madagascar
Mauritius,Madagascar
Mauritius,Madagascar
Madagascar,Madagascar
Czechoslovakia,Finland
Germany,Portugal
Romania,Soviet Union
Seychelles,Madagascar
Madagascar,Madagascar
Angola,Swaziland
Zambia,Madagascar
Egypt,Chad
France,Iceland
Denmark,Sweden
England,England
Faroe Islands,Sweden
Portugal,Finland
Republic of Ireland,Republic of Ireland
Yugoslavia,Northern Ireland
Russia,Soviet Union
Scotland,Scotland
Spain,Spain
Switzerland,Switzerland
South Korea,China PR
China PR,China PR
Kuwait,China PR
Thailand,China PR
Iran,China PR
Saudi Arabia,China PR
China PR,China PR
South Korea,China PR
Thailand,China PR
Kuwait,China PR
Sweden,Sweden
North Korea,China PR
Japan,China PR
South Korea,China PR
Singapore,China PR
Hong Kong,China PR
Thailand,China PR
Iran,China PR
Saudi Arabia,China PR
Nigeria,Benin
Ivory Coast,Niger
South Korea,China PR
Iran,China PR
Thailand,China PR
North Korea,China PR
Iran,China PR
North Korea,China PR
South Korea,China PR
North Korea,China PR
United States,Poland
Spain,Spain
Germany,Sweden
Togo,Benin
Niger,Niger
England,England
Republic of Ireland,Republic of Ireland
Denmark,Northern Ireland
Portugal,Portugal
Scotland,Scotland
Chile,Brazil
England,Republic of Ireland
Tanzania,Zanzibar
Uganda,Zanzibar
Zimbabwe,Zanzibar
Malawi,Zanzibar
Sudan,Zanzibar
Zimbabwe,Zanzibar
Uganda,Zanzibar
Tanzania,Zanzibar
Zanzibar,Zanzibar
Uganda,Zanzibar
Sudan,Zanzibar
Portugal,Portugal
Spain,Spain
Tanzania,Zanzibar
Uganda,Zanzibar
Portugal,Spain
Algeria,Senegal
Ivory Coast,Senegal
Algeria,Senegal
Cameroon,Senegal
Burkina Faso,Benin
Niger,Niger
Northern Ireland,Northern Ireland
England,England
Russia,Scotland
Cameroon,Senegal
Ivory Coast,Senegal
Ivory Coast,Senegal
Algeria,Senegal
Portugal,Portugal
Paraguay,Brazil
Switzerland,Liechtenstein
Finland,Poland
Republic of Ireland,England
Bulgaria,Scotland
Hungary,Spain
Romania,Switzerland
Uganda,Sudan
Sudan,Sudan
Madagascar,Swaziland
Poland,Poland
Romania,Spain
Tunisia,Chad
Eswatini,Swaziland
Ivory Coast,Ivory Coast
Poland,Republic of Ireland
Faroe Islands,Northern Ireland
Sweden,Sweden
Angola,Madagascar
Ivory Coast,Senegal
Australia,New Zealand
Finland,Finland
England,England
Chile,Republic of Ireland
Russia,England
Argentina,England
Brazil,Brazil
Wales,Poland
Russia,Soviet Union
Japan,Japan
England,New Zealand
Netherlands,Finland
Czechoslovakia,Iceland
Colombia,Sweden
Switzerland,Switzerland
England,New Zealand
Ivory Coast,Ivory Coast
Italy,Sweden
Russia,Sweden
Sweden,Sweden
Russia,Sweden
Ecuador,Ecuador
Faroe Islands,Finland
Jersey,Finland
Ynys Môn,Finland
Åland Islands,Finland
Peru,Ecuador
Faroe Islands,Finland
Jersey,Finland
Åland Islands,Finland
Ynys Môn,Finland
Faroe Islands,Finland
Shetland,Finland
Ynys Môn,Finland
Guernsey,Finland
Argentina,Brazil
Isle of Wight,Finland
Shetland,Finland
Jersey,Finland
Faroe Islands,Finland
Ghana,Gabon
Egypt,Egypt
Cameroon,Cameroon
Gabon,Gabon
Iceland,Iceland
Guinea,Ivory Coast
Tunisia,Egypt
South Korea,Japan
Ghana,Benin
Cameroon,Cameroon
DR Congo,Gabon
Ivory Coast,Ivory Coast
Ivory Coast,Benin
France,Poland
Poland,Poland
Ivory Coast,Ivory Coast
Denmark,Iceland
Austria,Portugal
Spain,Spain
Sweden,Sweden
Germany,England
Northern Ireland,Sweden
Portugal,Portugal
Scotland,Switzerland
Nigeria,Egypt
Zimbabwe,Egypt
Cameroon,Egypt
Tunisia,Egypt
Zimbabwe,Egypt
Nigeria,Egypt
Tunisia,Egypt
Mali,Egypt
Egypt,Egypt
Denmark,Sweden
Iceland,Iceland
Nigeria,Egypt
Hungary,Soviet Union
Cameroon,Egypt
Tunisia,Egypt
Cameroon,Egypt
Mali,Egypt
Mauritius,Egypt
Tunisia,Egypt
Cameroon,Egypt
Nigeria,Egypt
Greece,Finland
Switzerland,Switzerland
Italy,Soviet Union
France,Spain
England,England
Yugoslavia,Sweden
Northern Ireland,Northern Ireland
Republic of Ireland,Poland
Brazil,Brazil
Senegal,Ivory Coast
Ivory Coast,Ivory Coast
Ghana,Ivory Coast
Ivory Coast,Ivory Coast
England,Poland
Scotland,Scotland
Spain,Spain
Portugal,Portugal
Cape Verde,Senegal
Gambia,Senegal
Ivory Coast,Ivory Coast
Sierra Leone,Senegal
Senegal,Senegal
Guinea,Senegal
Sierra Leone,Senegal
Cape Verde,Senegal
Sierra Leone,Senegal
Mali,Senegal
Sierra Leone,Senegal
Senegal,Senegal
Senegal,Senegal
Egypt,Egypt
Poland,Egypt
Hungary,El Salvador
Poland,Kuwait
Brazil,Brazil
Egypt,Egypt
Romania,Egypt
Egypt,Egypt
Norway,Egypt
Cameroon,Senegal
Nigeria,Senegal
Ivory Coast,Senegal
Zambia,Senegal
DR Congo,Senegal
Nigeria,Senegal
Congo,Senegal
Spain,Portugal
Ghana,Senegal
DR Congo,Senegal
Senegal,Senegal
Congo,Senegal
Ghana,Senegal
Nigeria,Senegal
Cameroon,Senegal
Ghana,Senegal
Ivory Coast,Senegal
Ivory Coast,Senegal
Ghana,Senegal
Nigeria,Senegal
Ivory Coast,Senegal
Russia,El Salvador
Russia,Israel
Portugal,Portugal
El Salvador,El Salvador
England,England
Wales,Republic of Ireland
Scotland,Scotland
Russia,Spain
Brazil,Brazil
Israel,Israel
Spain,Spain
Republic of Ireland,Republic of Ireland
Finland,Scotland
Martinique,Sint Maarten
Sint Maarten,Sint Maarten
Martinique,Sint Maarten
Iceland,Israel
Brazil,Brazil
Spain,Spain
Lithuania,Northern Ireland
Bulgaria,Switzerland
Costa Rica,El Salvador
Republic of Ireland,Republic of Ireland
Sweden,Sweden
Bulgaria,Finland
Syria,Kuwait
Brazil,England
Kuwait,Qatar
Algeria,Bahrain
Republic of Ireland,Republic of Ireland
Poland,Poland
Sweden,Sweden
Switzerland,Switzerland
Qatar,Qatar
Argentina,Japan
Qatar,Qatar
Kazakhstan,Kazakhstan
Argentina,Japan
England,Finland
Wales,Japan
New Zealand,New Zealand
France,Sweden
England,Sweden
Netherlands,Sweden
Germany,Sweden
England,Sweden
Gabon,Gabon
Sweden,Sweden
Russia,Sweden
Germany,Sweden
Denmark,Sweden
Sweden,Sweden
Uzbekistan,Tajikistan
Netherlands,Sweden
Scotland,Sweden
South Korea,Thailand
Burundi,Gabon
Germany,Sweden
Thailand,Thailand
Denmark,Sweden
Thailand,Thailand
Denmark,Sweden
Eritrea,Sudan
Eritrea,Sudan
Slovakia,China PR
Uzbekistan,Uzbekistan
Sudan,Sudan
New Zealand,New Zealand
Tajikistan,Turkmenistan
Kazakhstan,Kazakhstan
Egypt,Cameroon
El Salvador,El Salvador
Mexico,El Salvador
Ivory Coast,Ivory Coast
Egypt,Ivory Coast
Costa Rica,Ecuador
Israel,Iceland
Niger,Benin
Nigeria,Sudan
Cameroon,Gabon
Iraq,Jordan
Jordan,Jordan
Moldova,Jordan
Iraq,Jordan
Jordan,Jordan
Moldova,Jordan
North Korea,China PR
Congo,Jordan
South Korea,China PR
Jordan,Jordan
Sudan,Jordan
Uzbekistan,Uzbekistan
Japan,China PR
North Korea,China PR
South Korea,China PR
Poland,Finland
Iraq,Jordan
Japan,China PR
Jordan,Jordan
Moldova,Jordan
Jordan,Jordan
North Korea,China PR
South Korea,China PR
Cameroon,Cameroon
Gabon,Niger
Senegal,Senegal
Sweden,Finland
Republic of Ireland,Republic of Ireland
Northern Ireland,Northern Ireland
Israel,Poland
Spain,Spain
Switzerland,Switzerland
El Salvador,El Salvador
Kazakhstan,Turkmenistan
Brazil,Brazil
Poland,Poland
Kazakhstan,Kyrgyzstan
Cameroon,Iran
Uzbekistan,Kyrgyzstan
Gabon,Gabon
Cameroon,Iran
Greece,Iceland
Sweden,Sweden
Ivory Coast,Ivory Coast
Egypt,Egypt
Gabon,Gabon
Madagascar,Madagascar
Hungary,Qatar
Hungary,Qatar
Norway,England
Spain,Northern Ireland
Portugal,Scotland
Turkmenistan,Turkmenistan
Kazakhstan,Uzbekistan
Cameroon,Cameroon
Iran,Kuwait
Mali,Niger
Kuwait,Kuwait
Morocco,Benin
Canada,El Salvador
Kazakhstan,Kazakhstan
Ivory Coast,Niger
Eswatini,Swaziland
Turkmenistan,Turkmenistan
Thailand,Japan
China PR,Japan
United Arab Emirates,Japan
Iran,Japan
Thailand,Japan
Qatar,Japan
El Salvador,El Salvador
North Korea,Japan
Iran,Japan
China PR,Japan
Kuwait,Egypt
Saudi Arabia,Japan
Japan,Japan
United Arab Emirates,Japan
Japan,Japan
Saudi Arabia,Japan
United Arab Emirates,Japan
Japan,Japan
Sweden,Israel
Mali,Niger
England,England
Denmark,Northern Ireland
Poland,Poland
Italy,Scotland
Republic of Ireland,Spain
Switzerland,Switzerland
Kuwait,Egypt
United Arab Emirates,Bahrain
Uruguay,Brazil
Qatar,Qatar
Bahrain,Qatar
Kuwait,Qatar
Kuwait,Qatar
United Arab Emirates,Qatar
Qatar,Qatar
China PR,China PR
Bulgaria,Israel
Qatar,Qatar
United Arab Emirates,Qatar
Saudi Arabia,Qatar
El Salvador,El Salvador
Saudi Arabia,Qatar
Qatar,Qatar
Bahrain,Qatar
United Arab Emirates,Qatar
Bahrain,Qatar
Saudi Arabia,Qatar
Ghana,Niger
Brazil,Brazil
Spain,Spain
Gabon,Gabon
Madagascar,Madagascar
Mali,Gabon
Burkina Faso,Gabon
Kuwait,Kuwait
Burkina Faso,Gabon
Ghana,Gabon
Algeria,Senegal
Tunisia,Benin
Cameroon,Swaziland
Belarus,Ecuador
Mexico,Spain
Senegal,Senegal
Ecuador,Ecuador
Egypt,Egypt
Ivory Coast,Ivory Coast
Poland,Israel
Norway,Portugal
Thailand,Thailand
China PR,Thailand
England,England
Republic of Ireland,Republic of Ireland
France,Israel
Scotland,Scotland
Estonia,Finland
Lithuania,Finland
Latvia,Finland
Finland,Finland
Kuwait,Kuwait
Italy,Portugal
Spain,Spain
Senegal,Senegal
Benin,Benin
Niger,Niger
DR Congo,Cameroon
Syria,Jordan
Hungary,Japan
United States,Japan
Bolivia,El Salvador
Jordan,Qatar
Japan,Japan
Kuwait,Kuwait
Poland,Brazil
United States,El Salvador
Russia,Israel
Germany,Scotland
Lebanon,Lebanon
Norway,Qatar
Republic of Ireland,Republic of Ireland
Lithuania,Poland
Portugal,Switzerland
Benin,Niger
El Salvador,El Salvador
Egypt,Kuwait
Japan,Japan
United Arab Emirates,Japan
Egypt,Egypt
North Korea,Qatar
Oman,Oman
Qatar,Qatar
Gabon,Gabon
Japan,Japan
North Korea,Qatar
Cameroon,Niger
Uganda,Sudan
Qatar,Qatar
Thailand,Japan
North Korea,Qatar
Poland,Poland
Bangladesh,Japan
United Arab Emirates,Japan
Singapore,Qatar
Japan,Japan
United Arab Emirates,Japan
Qatar,Qatar
Vietnam,Qatar
Cameroon,Cameroon
Singapore,Qatar
Japan,Japan
North Korea,Qatar
Thailand,Japan
Egypt,Egypt
Gabon,Cameroon
Niger,Niger
Netherlands,England
Denmark,Republic of Ireland
Poland,Poland
Portugal,Portugal
Spain,Spain
Switzerland,Switzerland
Canada,El Salvador
Ivory Coast,Ivory Coast
Hong Kong,Lebanon
India,Lebanon
South Korea,Lebanon
El Salvador,El Salvador
Hong Kong,Lebanon
China PR,China PR
Hong Kong,Lebanon
South Korea,Lebanon
North Korea,China PR
China PR,China PR
Finland,Finland
South Korea,Lebanon
Bahrain,Lebanon
North Korea,China PR
Bahrain,Lebanon
South Korea,Lebanon
North Korea,China PR
Mongolia,China PR
Sweden,Sweden
Yemen,Jordan
New Zealand,New Zealand
China PR,Jordan
Iraq,Jordan
New Zealand,New Zealand
Yemen,Jordan
Azerbaijan,Azerbaijan
China PR,Jordan
Iraq,Jordan
Iraq,Jordan
Yemen,Jordan
Hungary,Republic of Ireland
England,Poland
Ecuador,Ecuador
Iraq,Jordan
Jordan,Jordan
Australia,New Zealand
Russia,Iceland
Scotland,Scotland
Sweden,Sweden
Turkmenistan,Turkmenistan
Azerbaijan,Iran
Iran,Iran
Azerbaijan,Iran
Turkmenistan,Iran
Iran,Iran
Tajikistan,Iran
Chile,Ecuador
China PR,China PR
Jordan,China PR
Iran,Iran
Iran,Iran
Iraq,China PR
Yemen,China PR
Ecuador,Ecuador
China PR,China PR
Colombia,Ecuador
Israel,Finland
Iceland,Iceland
Iraq,China PR
Uruguay,Ecuador
Argentina,Ecuador
Peru,Ecuador
China PR,China PR
Iraq,China PR
Paraguay,Ecuador
Ecuador,Ecuador
Portugal,Portugal
Venezuela,Ecuador
Mexico,Ecuador
China PR,China PR
Bolivia,Ecuador
Jordan,China PR
Chile,Ecuador
Peru,Ecuador
Ecuador,Ecuador
Venezuela,Ecuador
Syria,Iran
Colombia,Ecuador
Oman,Iran
Bolivia,Ecuador
Brazil,Ecuador
Peru,Ecuador
Iran,Iran
Syria,Iran
Uruguay,Ecuador
Ecuador,Ecuador
Argentina,Ecuador
Syria,Iran
Oman,Iran
Mexico,Ecuador
Mexico,Ecuador
Argentina,Ecuador
Colombia,Ecuador
Argentina,Ecuador
Mali,Gabon
Jersey,England
Greenland,England
Isle of Wight,England
Åland Islands,England
Jersey,England
Ynys Môn,England
Isle of Man,England
Isle of Wight,England
Greenland,England
Ynys Môn,England
Isle of Man,England
Åland Islands,England
Ivory Coast,Ivory Coast
Shetland,England
Ynys Môn,England
Åland Islands,England
Jersey,England
Sudan,Sudan
Cameroon,Benin
Morocco,Egypt
Gabon,Gabon
Sierra Leone,Senegal
Brazil,Brazil
Morocco,Senegal
Brazil,Ecuador
Ivory Coast,Ivory Coast
Gabon,Benin
Cameroon,Cameroon
Zambia,Ivory Coast
Mexico,Brazil
Ecuador,Ecuador
Switzerland,Sweden
Brazil,Brazil
France,Sweden
Brazil,Brazil
United States,Iceland
Brazil,Brazil
Uruguay,Ecuador
Zimbabwe,Swaziland
England,England
France,Finland
Iceland,Iceland
Republic of Ireland,Republic of Ireland
Northern Ireland,Northern Ireland
Switzerland,Scotland
Spain,Spain
Brazil,Brazil
Bolivia,Ecuador
Japan,Japan
Cameroon,Cameroon
Spain,Republic of Ireland
Norway,Poland
Portugal,Portugal
Sweden,Sweden
North Korea,Qatar
Japan,Qatar
South Korea,Qatar
Iran,Qatar
Saudi Arabia,Qatar
South Korea,Qatar
Japan,Qatar
Iraq,Qatar
Saudi Arabia,Qatar
Guinea,Gabon
Saudi Arabia,Qatar
Iran,Qatar
Japan,Qatar
Estonia,Liechtenstein
Austria,Israel
Japan,Qatar
South Korea,Qatar
Saudi Arabia,Qatar
Finland,Israel
Portugal,Portugal
Republic of Ireland,Northern Ireland
Netherlands,Poland
Spain,Spain
Switzerland,Switzerland
Bangladesh,Bangladesh
Maldives,Bangladesh
Sri Lanka,Bangladesh
Basque Country,Spain
Maldives,Bangladesh
India,Bangladesh
Nepal,Bangladesh
Pakistan,Bangladesh
Sri Lanka,Bangladesh
India,Bangladesh
Nigeria,Thailand
Portugal,Spain
Qatar,Qatar
Finland,Qatar
Finland,Oman
Mali,Senegal
Finland,Oman
Oman,Oman
Oman,Oman
Poland,Spain
Israel,Israel
Senegal,Gabon
England,England
Gabon,Gabon
Israel,Israel
Cameroon,Egypt
Brazil,Brazil
Russia,Republic of Ireland
Northern Ireland,Northern Ireland
Netherlands,Scotland
Croatia,Spain
Kazakhstan,Uzbekistan
Uzbekistan,Uzbekistan
Turkmenistan,Uzbekistan
Uzbekistan,Uzbekistan
Turkmenistan,Uzbekistan
Tajikistan,Uzbekistan
Bulgaria,Oman
Kyrgyzstan,Uzbekistan
Tajikistan,Uzbekistan
Turkmenistan,Uzbekistan
Uzbekistan,Uzbekistan
Northern Ireland,Northern Ireland
Switzerland,Switzerland
Mozambique,Swaziland
Bulgaria,Kuwait
Brazil,Brazil
Poland,Poland
Sweden,Sweden
England,England
Austria,Poland
Iceland,Iceland
Norway,England
Australia,Japan
Republic of Ireland,Republic of Ireland
Ecuador,Ecuador
France,Japan
Switzerland,Switzerland
France,Japan
Argentina,Israel
Spain,Finland
Czech Republic,Republic of Ireland
Ivory Coast,Ivory Coast
Sweden,Sweden
Japan,Japan
Japan,Japan
Ivory Coast,Ivory Coast
Iceland,Iceland
Niger,Niger
Croatia,Israel
Belarus,Poland
Sweden,Sweden
Egypt,Egypt
Mali,Egypt
Egypt,Egypt
Ghana,Egypt
Zambia,Egypt
Iceland,Iceland
Mauritania,Senegal
Israel,Israel
Egypt,Sudan
Switzerland,Switzerland
England,England
Scotland,Finland
Sweden,Iceland
Austria,Liechtenstein
Portugal,Northern Ireland
Oman,Qatar
India,Qatar
Yemen,Qatar
Sudan,Qatar
Oman,Qatar
Qatar,Qatar
Yemen,Qatar
Peru,Ecuador
Australia,Japan
China PR,Japan
Bahrain,Japan
Uzbekistan,Japan
Malaysia,Japan
South Korea,Japan
Oman,Japan
China PR,Japan
Bahrain,Japan
Uzbekistan,Japan
Hong Kong,Japan
Kuwait,Japan
Myanmar,Japan
United Arab Emirates,Japan
China PR,Japan
Turkmenistan,Japan
Uzbekistan,Japan
Saudi Arabia,Japan
South Korea,Japan
United Arab Emirates,Japan
Qatar,Japan
China PR,Japan
Turkmenistan,Japan
Uzbekistan,Japan
Saudi Arabia,Japan
Kuwait,Japan
Senegal,Senegal
Turkmenistan,Japan
Iran,Japan
Saudi Arabia,Japan
Malaysia,Japan
Oman,Japan
Qatar,Japan
